Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF
491	396	Superior longitudinal fasciculus I posterior	No network found	No network found	0.011086664124262038	0.2691593720840722	8.830002038853406e-05
492	397	Middle frontal gyrus anterior lateral LH	ContA	SalVentAttnB	0.5806723577666345	0.20808241923252085	0.07814264827907538
493	398	Cerebrospinal fluid (between callosomarginal sulcus and skull RH)	DorsAttnB	DorsAttnB	0.38925945182477456	0.08262971781158711	0.15105332666339655
494	399	Angular sulcus superior RH	ContA	ContB	0.5838530843097958	0.22119693429562778	0.07372475113934748
495	400	Collateral sulcus middle	VisCent	DefaultC	0.3361649680311109	0.14106494371934694	0.011001400111523604
496	400	Collateral sulcus middle	VisCent	DefaultC	0.25648103840414643	0.07913853668239783	0.010818021508047797
497	401	Pars opercularis LH	ContA	DefaultB	0.3946244108389722	0.3643620618315712	0.024250620442224008
498	402	Superior temporal gyrus middle LH	SomMotA	TempPar	0.37692463055302206	0.2487192526867758	0.01795456329775036
499	402	Superior temporal gyrus middle LH	SomMotA	TempPar	0.1097881007909709	0.04961329695747797	0.005751021318969202
500	403	Occipitotemporal sulcus posterior LH	DorsAttnB	DorsAttnA	0.4690096736294507	0.39381535667974144	0.017050321963475057
501	404	Cerebellum Crus I posterior	No network found	No network found	0.5028045810208263	0.02082206775795554	0.2103681644101849
502	405	Lateral fissure posterior limb RH	SomMotA	SomMotB	0.5888549851389286	0.07912884487528954	0.14004821060168232
503	406	Caudate nucleus 	No network found	No network found	0.29554305956037213	0.08998115977699102	0.005284301309267824
504	406	Caudate nucleus 	No network found	No network found	0.245784080954207	0.060891300492673155	0.0037805427754753966
505	407	Lateral ventricles posterior horns	No network found	No network found	0.13494833664986233	0.1628578051909636	0.14640958311859506
506	407	Lateral ventricles posterior horns	No network found	No network found	0.14206099714212253	0.12104027794774269	0.1742827730535415
507	408	Callosal sulcus mid-posterior	ContA	ContC	0.16930438623661745	0.5315554169999208	0.002974825364785254
508	409	Supramarginal gyrus antero-inferior LH	SalVentAttnA	SalVentAttnA	0.5417907358771934	0.1272814055573286	0.0811054262125413
509	409	Supramarginal gyrus antero-inferior LH	SalVentAttnA	SalVentAttnA	0.06120337618775788	0.01408795783339269	0.00640752757013521
510	410	Callosomarginal sulcus superior	SomMotA	SomMotA	0.43187417970302194	0.1477144854676099	0.20451717436143885
511	411	Angular gyrus antero-inferior LH	DefaultB	TempPar	0.5264792387198478	0.08176831469098818	0.1080618856426464
512	412	Superior parts of central and postcentral sulci LH	SomMotA	SomMotA	0.1965228626326995	0.15197882917812686	0.056925463483743034
513	413	Precuneus RH	DorsAttnB	ContC	0.42299037030759357	0.1580111708607159	0.0855552951296659
514	414	Superior parts of central and postcentral sulci RH	SomMotA	SomMotA	0.1792943886607977	0.2653346665361546	0.03259612290949025
515	415	Thalamus LH	No network found	No network found	0.22551025748328885	0.47684351317234636	0.0006844751366167395
516	416	Angular gyrus postero-superior LH	DefaultB	DefaultC	0.5512307343058793	0.19520194391709353	0.11404440896672399
517	417	Paracentral lobule superior	SomMotA	SomMotA	0.46141962062493547	0.18649455886494287	0.2037742572607013
518	418	Angular gyrus posterior RH	DefaultB	DefaultC	0.6311522206824463	0.20377524233357627	0.0729779377107816
519	419	Calcarine sulcus posterior medial	VisCent	VisPeri	0.4375811816784658	0.13066007359109988	0.08679849693563149
520	420	Paracingulate sulcus posterior LH	SalVentAttnA	SalVentAttnA	0.4706093920408692	0.08816857452816174	0.19751042983142023
521	421	Thalamus medial	No network found	No network found	0.649682512656129	0.10462673043003366	0.21152331580083317
522	422	Fusiform gyrus middle inferior RH	VisCent	VisCent	0.723702327286843	0.06600560525217955	0.0873549494352843
523	423	Caudate nucleus tail	No network found	No network found	0.1636943181523592	0.054682297525870956	0.19960948363222197
524	423	Caudate nucleus tail	No network found	No network found	0.15034317455297844	0.05926847794913859	0.15769608194290377
525	424	Parieto-occipital sulcus postero-inferior RH	VisCent	VisPeri	0.40797382552214084	0.3451128553820547	0.07354891982588731
526	425	Cerebellum Crus I superior	VisCent	VisCent	0.3906436790322513	0.018918652343906297	0.12646229720965257
527	425	Cerebellum Crus I superior	VisCent	VisCent	0.24340123280568868	0.011393372416653091	0.06906537141906749
528	426	Temporal pole RH	LimbicA	DefaultB	0.5880248217523105	0.11384724937942584	0.050829279881213316
529	427	Lingual gyrus anterior	VisCent	VisPeri	0.2558453257064507	0.021049948424094665	0.07755577161655527
530	427	Lingual gyrus anterior	VisCent	VisPeri	0.3032453368694068	0.019642788305376104	0.09811738864746311
531	428	Cerebrospinal fluid (between postcentral gyrus and skull)	SomMotA	SomMotA	0.09494468671816914	0.022490056202269824	0.029777484276189696
532	428	Cerebrospinal fluid (between postcentral gyrus and skull)	SomMotA	SomMotA	0.07848035548972548	0.016682323611522092	0.02694645519586872
533	429	Cerebellum Crus II RH	No network found	No network found	0.6356131033758702	0.18706643785622648	0.02567410882586416
534	430	Corpus callosum anterior body	No network found	No network found	0.12282408205840872	0.384065302335836	0.2756434343396363
535	431	Superior occipital gyrus RH	VisCent	VisCent	0.516162403247342	0.14506844594155557	0.06578731117285702
536	432	Subparietal sulcus inferior LH	DefaultB	DefaultA	0.41478985450440553	0.1941727709569523	0.04005703706004486
537	433	Intraparietal sulcus mid-posterior RH	DorsAttnB	DorsAttnA	0.35732342213967516	0.31501122538282805	0.0736737939381311
538	434	Hippocampus posterior	No network found	No network found	0.15500849589856025	0.17266062686022257	0.15944465877972663
539	434	Hippocampus posterior	No network found	No network found	0.11682131700707354	0.08924661690238744	0.17707434183012297
540	435	Cuneus anterior	VisCent	VisPeri	0.6447898532284349	0.20098619162627845	0.09794154122731914
541	436	Precuneus antero-superior	DorsAttnB	DorsAttnB	0.4748209351670009	0.12063641568483156	0.18990424301588243
542	437	Central sulcus inferior	SomMotA	SomMotB	0.23716445854543702	0.18318441634203383	0.029740586020723932
543	437	Central sulcus inferior	SomMotA	SomMotB	0.20856228350982603	0.16336855489225896	0.022752773673678457
544	438	Central sulcus mid-inferior RH	SomMotA	SomMotB	0.45738966814447196	0.3744026111019193	0.06957539401189738
545	439	Precentral sulcus inferior RH	DorsAttnB	ContA	0.6142801678460816	0.18731049987319012	0.09168646601219917
546	440	Superior longitudinal fasciculus I	No network found	DorsAttnB	0.021035002296690017	0.3616303182028383	8.262229944978617e-05
547	440	Superior longitudinal fasciculus I	No network found	DorsAttnB	0.020569897537994777	0.3508877580931111	0.00010478077693016758
548	441	Middle frontal gyrus anterior medial RH	SalVentAttnA	SalVentAttnB	0.4245662201180782	0.33888171135345624	0.02241476354976493
549	442	Cerebellum Crus I posterior LH	No network found	No network found	0.7615338956692256	0.058734928017242075	0.07065236664939054
550	443	Superior temporal sulcus middle LH	DefaultB	TempPar	0.5684543643284844	0.056782088119875104	0.06725224246066164
551	444	Cerebrospinal fluid (between intraparietal sulcus and skull RH)	ContA	ContB	0.45657274913731355	0.05401058697426242	0.11542032341491486
552	445	Forceps minor RH	No network found	ContB	0.07243419596559189	0.7091908149418463	0.0009354066956004024
553	446	Forceps major	No network found	No network found	0.10519229276488563	0.5125238997618625	0.002634635225773688
554	446	Forceps major	No network found	No network found	0.019477658256358058	0.17717159679623196	0.0009461733644130254
555	447	Superior temporal sulcus middle-inferior RH	DefaultB	TempPar	0.5420397673417777	0.24649648498657367	0.04641815567706269
556	448	Lingual gyrus mid-anterior LH	VisCent	VisPeri	0.4104335865189195	0.16509271899266517	0.02101605723025279
557	448	Lingual gyrus mid-anterior LH	VisCent	VisPeri	0.061836572915334884	0.017933498889534192	0.0030803274939649556
558	449	Middle frontal gyrus mid-posterior lateral LH	ContA	ContB	0.5326061412152482	0.28183267323789385	0.06460741220771823
559	450	Cerebellum superior posterior fissure LH	No network found	No network found	0.7026489935550085	0.13380941432320884	0.025359085081463305
560	451	Fusiform gyrus middle RH	VisCent	VisCent	0.5365440251437908	0.2665268091048954	0.0273694505370499
561	452	Medulla oblongata superior	No network found	No network found	0.4423473146153428	0.29319178515488264	0.11290132007517222
562	453	Superior occipital gyrus superior RH	DorsAttnB	DorsAttnA	0.5040521053463977	0.17540222961890162	0.183718087979805
563	454	Superior longitudinal fasciculus III posterior RH	No network found	No network found	0.013828832848761016	0.7280889376346976	4.265300065479363e-05
564	455	Frontomarginal sulcus	LimbicA	LimbicB	0.3355863106416063	0.17810436523536016	0.029569006425975795
565	455	Frontomarginal sulcus	LimbicA	LimbicB	0.10514564807221247	0.05522723219696629	0.007307732441908624
566	456	Superior longitudinal fasciculus III middle RH	No network found	No network found	0.048092773635379144	0.5956039958448073	0.0002092725571849898
567	457	Inferior frontal sulcus mid-anterior LH	ContA	ContA	0.5060547562607883	0.2054225352701956	0.05831204518754986
568	458	Cerebrospinal fluid (between superior frontal gyrus middle superior and skull)	DefaultB	DefaultB	0.4793699533997571	0.026255759260748197	0.1277558625795379
569	459	Central sulcus LH	SomMotA	SomMotB	0.4554394333695458	0.2683379638204699	0.06732279896202378
570	459	Central sulcus LH	SomMotA	SomMotB	0.02546018514507603	0.038654481840402904	0.0004963094021408501
571	460	Intraparietal sulcus posterior RH	DorsAttnB	DorsAttnA	0.43720082720030173	0.4232775150161863	0.06765344785330145
572	461	Precuneus inferior 	DefaultB	DefaultA	0.6201688959276971	0.08829700459316397	0.13333539308163467
573	462	Heschl’s gyrus RH	SomMotA	SomMotB	0.0348467781800207	0.0031631427864065916	0.007319584665922012
574	462	Heschl’s gyrus RH	SomMotA	SomMotB	0.6100870445077777	0.088257985681444	0.13537556393207656
575	463	Intraparietal sulcus posterior LH	ContA	ContA	0.4801390448553249	0.3601986985236857	0.0774295891814513
576	464	Lateral ventricles anterior horns	No network found	No network found	0.2544551245336609	0.01946120862834351	0.5597329197569836
577	465	Cerebrospinal fluid (between postcentral sulcus and skull RH)	SomMotA	SomMotA	0.37542758172230695	0.17976080164120328	0.10893607093590933
578	466	Central sulcus superior LH	SomMotA	SomMotA	0.29315869476613854	0.3533158072582851	0.058795319921840346
579	467	External capsule middle LH	SalVentAttnA	SalVentAttnA	0.6269816570869177	0.22549590045320414	0.010781512953688047
580	468	Putamen RH	No network found	No network found	0.4560365681894286	0.43864837769367787	0.0003108017232160467
581	469	Cerebrospinal fluid (between superior parietal lobule posterior and skull RH)	DorsAttnB	DorsAttnA	0.10040677256363063	0.013090567149592783	0.028884787061020746
582	469	Cerebrospinal fluid (between superior parietal lobule posterior and skull RH)	DorsAttnB	DorsAttnA	0.3523590327692479	0.08051855551331982	0.10373204181124974
583	470	Insula superior	SalVentAttnA	SalVentAttnA	0.25794529090613666	0.03871565786338367	0.018748843846525372
584	470	Insula superior	SalVentAttnA	SalVentAttnA	0.37885173242778797	0.05966018851171099	0.043209459998149284
585	471	Heschl’s gyrus posterior RH	SomMotA	SomMotB	0.5652831963278737	0.20334177211938712	0.08630913612052997
586	472	Optic radiation RH	No network found	No network found	0.04259576527982947	0.8299148498197039	0.0007088149978536976
587	473	Anterior parts of occipitotemporal and collateral sulci LH	LimbicA	LimbicA	0.4218549146946907	0.3145308611434515	0.027428211993458792
588	474	Cingulate sulcus mid-posterior 	SalVentAttnA	SalVentAttnA	0.263227984349196	0.26817465124036105	0.010886973088073898
589	475	Middle frontal sulcus mid-anterior LH	ContA	SalVentAttnB	0.3320285270414009	0.36940449756360866	0.015040203018987121
590	476	Ventromedial prefrontal cortex posterior	LimbicA	LimbicB	0.553688196978615	0.2410697703873875	0.05908734806545993
591	477	Cerebrospinal fluid (between superior parietal lobule and skull LH)	DorsAttnB	DorsAttnB	0.2981131282879146	0.051839443395248715	0.11176000729855116
592	478	Cerebellum VI posterior LH	VisCent	VisCent	0.7398979886564533	0.037855088886225706	0.0726802346368966
593	479	Ventromedial prefrontal cortex anterior	DefaultB	LimbicB	0.416129305492253	0.1881037031686485	0.10586763962259081
594	480	Putamen postero-superior	No network found	No network found	0.0752881567357571	0.09977343231651742	2.702639811760175e-05
595	480	Putamen postero-superior	No network found	No network found	0.38420780086838796	0.32055140751887407	0.00013684970927505942
596	481	Cerebellum VI  LH	No network found	No network found	0.6687692715855772	0.08352558384520281	0.009195188397291935
597	482	Cerebellum Crus I superior RH	No network found	No network found	0.7427581374135347	0.04126043101894295	0.089293490514455
598	483	Superior longitudinal fasciculus III anterior RH	No network found	No network found	0.011207143554547877	0.8494884217646262	0.00021532605245508274
599	484	Midbrain inferior	No network found	No network found	0.4886422739378657	0.3351198793108459	0.030669052000562386
600	485	Postcentral gyrus middle RH	DorsAttnB	DorsAttnB	0.3445542284276826	0.05776481089738647	0.17510265807888473
601	486	Paracingulate sulcus mid-posterior RH	ContA	ContB	0.425147606993801	0.2899595900634945	0.04586615714109887
602	487	Fusiform gyrus posterior LH	VisCent	VisCent	0.4926213354651729	0.3474301441014913	0.026316079541730528
603	488	Hippocampus middle	No network found	No network found	0.20217441778267362	0.11601051943222437	0.013507883875694116
604	488	Hippocampus middle	No network found	No network found	0.22967296854881286	0.16545072196428168	0.02368137768777774
605	489	Corpus callosum rostrum	LimbicA	LimbicB	0.5723547343353739	0.24420634969266466	0.06341103908898375
606	490	Orbitofrontal cortex	ContA	LimbicB	0.35535037826689825	0.22918370815352787	0.021273001776292058
607	490	Orbitofrontal cortex	ContA	LimbicB	0.14920988956617784	0.08553996892543461	0.009289371871342886
608	491	Cerebellum Crus II medial RH	No network found	No network found	0.03534782994743444	0.019127680481120773	0.0001161416792964436
609	491	Cerebellum Crus II medial RH	No network found	No network found	0.46383130071822104	0.28058085321714304	0.0065869697852831985
610	492	Cerebellum IV superior	No network found	No network found	0.7309629302647016	0.053310477963637096	0.04549689121175751
611	493	Cingulate sulcus posterior LH	SomMotA	SomMotA	0.6023426582922297	0.2995442965143492	0.04573616604911153
612	494	Superior parietal lobule superior	DorsAttnB	DorsAttnB	0.23614899497747957	0.09598755015099564	0.0702104257111148
613	494	Superior parietal lobule superior	DorsAttnB	DorsAttnB	0.18581294587212657	0.07061729325125446	0.058186067987883436
614	495	Lingual gyrus middle RH	VisCent	VisPeri	0.4060848408309484	0.33434134063547083	0.018347896126038207
615	496	Corpus callosum isthmus posterior	No network found	ContC	0.026663746554990472	0.35486412965426634	6.875900382278608e-05
616	496	Corpus callosum isthmus posterior	No network found	ContC	0.019750194345390534	0.4036367159319881	0.00010672407973522301
617	497	Precuneus superior	DorsAttnB	ContC	0.45257338839812583	0.032069240880046035	0.21423776120577093
618	498	Inferior occipital gyrus posterior RH	VisCent	VisCent	0.4937632268548944	0.24052890607507504	0.04892854121316348
619	499	Callosomarginal sulcus inferior	SalVentAttnA	SalVentAttnA	0.21994843415201867	0.1888612112078314	0.014234702177063064
620	499	Callosomarginal sulcus inferior	SalVentAttnA	SalVentAttnA	0.2793428332849378	0.13624379161797612	0.022406860583563608
621	500	Superior frontal sulcus posterior RH	DorsAttnB	DorsAttnB	0.4631311794618115	0.19570534951154514	0.09191114244550412
622	501	Inferior fronto-occipital fasciculus posterior LH	No network found	No network found	0.2041890626104642	0.5207237609583083	0.18813247426435287
623	502	Central sulcus mid-superior 	SomMotA	SomMotA	0.12210719145493756	0.10541552913324093	0.029288879376701844
624	502	Central sulcus mid-superior 	SomMotA	SomMotA	0.2227402181275882	0.15941078780968643	0.06088828263850165
625	503	Cerebrospinal fluid (between inferior frontal sulcus and skull LH)	ContA	ContA	0.41360796594316634	0.03789243896957874	0.13894972451961093
626	504	Cerebellum Crus I anterior LH	No network found	No network found	0.46589412916408357	0.21011772177596955	0.008422162149682687
627	505	Central operculum anterior RH	SalVentAttnA	SomMotB	0.259758317413139	0.5051511228091173	0.01010539222018048
628	506	Corpus callosum splenium	No network found	No network found	0.07364853668921584	0.2359684395997306	0.14127321516521668
629	506	Corpus callosum splenium	No network found	No network found	0.08104142510716865	0.21200196059135595	0.18632085040283297
630	507	Superior occipital sulcus RH	DorsAttnB	DorsAttnA	0.02559161023007163	0.02224457165912149	0.0013566176292101589
631	507	Superior occipital sulcus RH	DorsAttnB	DorsAttnA	0.390421392961567	0.41466000637000533	0.037678947097079536
632	508	Superior temporal gyrus superior LH	SomMotA	SomMotB	0.5654239452228869	0.034628681659496	0.13680938053205205
633	509	Middle temporal gyrus mid-posterior LH	SalVentAttnA	TempPar	0.6136555400523723	0.1870712222360693	0.07129769721172806
634	510	Insula postero-inferior RH	SalVentAttnA	SalVentAttnA	0.4941860387971935	0.08565734083561252	0.007867237234905764
635	511	Parieto-occipital sulcus middle LH	DefaultB	ContC	0.6324390266249028	0.07781937300101698	0.1423597490754159
636	512	Precentral sulcus superior RH	DorsAttnB	DorsAttnB	0.047243993074682175	0.012047818392731934	0.006263813930837914
637	512	Precentral sulcus superior RH	DorsAttnB	DorsAttnB	0.46271937726873946	0.26058004666086376	0.039493760995327976
